id,target,distractor,similarity,model_name,speaker_score,listener_score,description
1228,257297_235313,257297_225628,0,sampling_speaker1,-8.57403774886,-0.526937842369,the woman in the middle
1229,257297_235313,257297_225628,0,sampling_speaker1,-11.8925628127,-0.58016204834,a woman in a blue shirt and jeans
1230,116250_1183323,116250_318892,0,sampling_speaker1,-15.7101177885,-0.502440214157,the black and black and white table
1231,116250_1183323,116250_318892,0,sampling_speaker1,-9.59768083676,-0.497430592775,the black and black jacket
1232,116250_1183323,116250_318892,0,sampling_speaker1,-9.10957879874,-0.492031037807,a black and black jacket
1233,116250_1183323,116250_318892,0,sampling_speaker1,-10.2655134536,-0.679212152958,the chair on the table
1234,116250_1183323,116250_318892,0,sampling_speaker1,-12.2127017051,-0.496618777514,a black bag with a black jacket
1235,116250_1183323,116250_318892,0,sampling_speaker1,-17.8614636802,-0.525195837021,the black and black jacket with the food on it
1236,116250_1183323,116250_318892,0,sampling_speaker1,-9.10957879874,-0.492031037807,a black and black jacket
1237,116250_1183323,116250_318892,0,sampling_speaker1,-14.4535079664,-0.495921343565,a black jacket with a black and black jacket
1238,116250_1183323,116250_318892,0,sampling_speaker1,-12.5303264035,-0.599931120872,the black chair with the table
1239,116250_1183323,116250_318892,0,sampling_speaker1,-8.24592400623,-0.510038733482,the person with black jacket
1240,108124_180709,108124_179452,0,sampling_speaker1,-9.06852252521,-0.526410579681,the back of the chair
1241,108124_180709,108124_179452,0,sampling_speaker1,-24.590450981,-0.362957060337,the chair that is sitting on the front of the other of the desk
1242,108124_180709,108124_179452,0,sampling_speaker1,-10.3063015735,-0.500044822693,a yellow truck
1243,108124_180709,108124_179452,0,sampling_speaker1,-11.2238535476,-0.517475485802,the back of a box
1244,108124_180709,108124_179452,0,sampling_speaker1,-8.52202389603,-0.496498256922,a black truck
1245,108124_180709,108124_179452,0,sampling_speaker1,-9.19034455858,-0.530280411243,the back of the desk
1246,108124_180709,108124_179452,0,sampling_speaker1,-6.07071185033,-0.513289570808,the chair
1247,108124_180709,108124_179452,0,sampling_speaker1,-18.467568393,-0.527379274368,a pole on the left of the pole
1248,108124_180709,108124_179452,0,sampling_speaker1,-8.84399679687,-0.506297469139,a trailer
1249,108124_180709,108124_179452,0,sampling_speaker1,-14.5101113016,-0.523639082909,the dark chair on the left side
1250,267870_1624924,267870_32320,0,sampling_speaker1,-4.41603170616,-0.431188941002,black laptop
1251,267870_1624924,267870_32320,0,sampling_speaker1,-10.7618274329,-0.42453238368,a laptop on top
1252,267870_1624924,267870_32320,0,sampling_speaker1,-13.7587395108,-0.361679911613,the top of the black desk
1253,267870_1624924,267870_32320,0,sampling_speaker1,-9.81685507914,-0.437517851591,black laptop on a laptop
1254,267870_1624924,267870_32320,0,sampling_speaker1,-9.07788293978,-0.452679485083,a black laptop with black desk
1255,267870_1624924,267870_32320,0,sampling_speaker1,-4.73350740362,-0.433447301388,black desk
1256,267870_1624924,267870_32320,0,sampling_speaker1,-8.08668221691,-0.458477199078,a black laptop on a desk
1257,267870_1624924,267870_32320,0,sampling_speaker1,-4.41603170616,-0.431188941002,black laptop
1258,267870_1624924,267870_32320,0,sampling_speaker1,-9.37919924242,-0.439423859119,a black laptop to the desk
1259,267870_1624924,267870_32320,0,sampling_speaker1,-11.6391040763,-0.408097535372,a black laptop in front of two desk
1260,116316_1076873,116316_1073148,0,sampling_speaker1,-9.18401504328,-0.839087128639,a pizza with a piece of pizza on it
1261,116316_1076873,116316_1073148,0,sampling_speaker1,-8.65848885106,-0.835879683495,a pizza in a slice of pizza
1262,116316_1076873,116316_1073148,0,sampling_speaker1,-6.84045699142,-0.829756677151,a pizza on a plate
1263,116316_1076873,116316_1073148,0,sampling_speaker1,-7.34175786763,-0.832223057747,a piece of pizza on a plate
1264,116316_1076873,116316_1073148,0,sampling_speaker1,-12.1549620905,-0.831120550632,a slice of pizza with a slice of box
1265,116316_1076873,116316_1073148,0,sampling_speaker1,-8.96333795307,-0.831324338913,a pizza with a slice of it
1266,116316_1076873,116316_1073148,0,sampling_speaker1,-8.74618281856,-0.83036583662,a slice of pizza with a box
1267,116316_1076873,116316_1073148,0,sampling_speaker1,-6.38113301642,-0.830203831196,the pizza on the right
1268,116316_1076873,116316_1073148,0,sampling_speaker1,-7.82563087926,-0.82940518856,a pizza on the plate
1269,116316_1076873,116316_1073148,0,sampling_speaker1,-9.08905667162,-0.830520749092,a slice of pizza with a slice
1270,509534_1186629,509534_1445507,0,sampling_speaker1,-9.47221297539,-0.697519898415,a suitcase with a green suitcase on it
1271,509534_1186629,509534_1445507,0,sampling_speaker1,-7.62872486398,-0.719895005226,a suitcase on the couch
1272,509534_1186629,509534_1445507,0,sampling_speaker1,-7.09302231155,-0.719655156136,a suitcase on the suitcase
1273,509534_1186629,509534_1445507,0,sampling_speaker1,-14.1160617353,-0.680435776711,a suitcase with a green and blue suitcase on it
1274,509534_1186629,509534_1445507,0,sampling_speaker1,-9.75055189271,-0.715795397758,a suitcase of a suitcase
1275,509534_1186629,509534_1445507,0,sampling_speaker1,-6.50448615338,-0.700709879398,a suitcase on a suitcase
1276,509534_1186629,509534_1445507,0,sampling_speaker1,-11.8606943457,-0.689695239067,a suitcase on a bed with a suitcase
1277,509534_1186629,509534_1445507,0,sampling_speaker1,-6.50448615338,-0.700709879398,a suitcase on a suitcase
1278,509534_1186629,509534_1445507,0,sampling_speaker1,-8.70173311519,-0.742073535919,the couch on the right
1279,509534_1186629,509534_1445507,0,sampling_speaker1,-6.53628045072,-0.692162930965,a blue suitcase
1280,267927_1384872,267927_165261,0,sampling_speaker1,-14.2049545783,-0.620145916939,a large airplane in the airplane
1281,267927_1384872,267927_165261,0,sampling_speaker1,-8.99159269765,-0.579720616341,the white jet
1282,267927_1384872,267927_165261,0,sampling_speaker1,-7.85476885689,-0.500254750252,the middle of the airplane
1283,267927_1384872,267927_165261,0,sampling_speaker1,-14.5338111612,-0.568446516991,the light the airplane in the middle
1284,267927_1384872,267927_165261,0,sampling_speaker1,-7.85476885689,-0.500254750252,the middle of the airplane
1285,267927_1384872,267927_165261,0,sampling_speaker1,-5.0157205975,-0.579809963703,the airplane
1286,267927_1384872,267927_165261,0,sampling_speaker1,-23.2424754994,-0.686004698277,a plane in a light and red color
1287,267927_1384872,267927_165261,0,sampling_speaker1,-18.711352869,-0.47551637888,a jet in the middle of the middle of the other
1288,267927_1384872,267927_165261,0,sampling_speaker1,-15.9814362171,-0.572991788387,the light traffic airplane in the right
1289,267927_1384872,267927_165261,0,sampling_speaker1,-16.1016510258,-0.495348393917,a small airplane on the right of the other airplane
1290,206469_461921,206469_16308,0,sampling_speaker1,-8.07269752728,-0.0267601013184,a man in a blue jacket
1291,206469_461921,206469_16308,0,sampling_speaker1,-19.4090887086,-0.015408039093,a man with a blue shirt and brown pants on a frisbee
1292,206469_461921,206469_16308,0,sampling_speaker1,-7.72802518248,-0.0675208568573,the man in the frisbee
1293,206469_461921,206469_16308,0,sampling_speaker1,-12.2220158736,-0.0178213119507,a man in a blue jacket with a frisbee
1294,206469_461921,206469_16308,0,sampling_speaker1,-16.0894961114,-0.0745890140533,a man with brown jacket and orange jacket
1295,206469_461921,206469_16308,0,sampling_speaker1,-8.89366223075,-0.0166401863098,a man in a red shirt
1296,206469_461921,206469_16308,0,sampling_speaker1,-7.98077382333,-0.0823636054993,the man in the background
1297,206469_461921,206469_16308,0,sampling_speaker1,-9.95081626484,-0.0263664722443,the man in the red shirt
1298,206469_461921,206469_16308,0,sampling_speaker1,-6.68204956328,-0.0397887229919,a man in a frisbee
1299,206469_461921,206469_16308,0,sampling_speaker1,-8.07269752728,-0.0267601013184,a man in a blue jacket
1300,59024_480748,59024_463905,0,sampling_speaker1,-10.4110866656,-0.952252864838,a man with a red hair
1301,59024_480748,59024_463905,0,sampling_speaker1,-8.75746713256,-0.998840332031,a man wearing a black sweater
1302,59024_480748,59024_463905,0,sampling_speaker1,-8.73701565023,-0.98939037323,a man in a black sweater
1303,59024_480748,59024_463905,0,sampling_speaker1,-13.8923573343,-1.00227308273,a man wearing a black shirt and white cake
1304,59024_480748,59024_463905,0,sampling_speaker1,-7.32340359593,-0.964416742325,a man in a cake
1305,59024_480748,59024_463905,0,sampling_speaker1,-10.5591057441,-0.956034183502,the man in the right hand
1306,59024_480748,59024_463905,0,sampling_speaker1,-8.31560716658,-0.954040050507,a woman wearing a black dress
1307,59024_480748,59024_463905,0,sampling_speaker1,-12.7330251661,-0.970898151398,a woman wearing a black and white dress
1308,59024_480748,59024_463905,0,sampling_speaker1,-8.46168187284,-0.987429380417,a woman in a black shirt
1309,59024_480748,59024_463905,0,sampling_speaker1,-9.35060095701,-0.957240819931,a man with a black hair
1310,247459_406770,247459_407607,0,sampling_speaker1,-17.0648135117,-0.754812300205,a black bus with a yellow - and yellow bus
1311,247459_406770,247459_407607,0,sampling_speaker1,-4.97929704118,-0.777588367462,a yellow bus
1312,247459_406770,247459_407607,0,sampling_speaker1,-13.6729929013,-0.739077091217,a blue bus with a yellow and yellow bus
1313,247459_406770,247459_407607,0,sampling_speaker1,-33.774636032,-0.734146177769,a black bus with a yellow , , , and yellow and yellow , on a black , ,
1314,247459_406770,247459_407607,0,sampling_speaker1,-15.2622395879,-0.769912481308,a black bus to the left of a yellow and a bus
1315,247459_406770,247459_407607,0,sampling_speaker1,-9.18749924931,-0.768952965736,a yellow bus with a bus
1316,247459_406770,247459_407607,0,sampling_speaker1,-4.97929704118,-0.777588367462,a yellow bus
1317,247459_406770,247459_407607,0,sampling_speaker1,-11.058270665,-0.815026879311,yellow bus to the left of the left
1318,247459_406770,247459_407607,0,sampling_speaker1,-31.5556928869,-0.782105624676,a bus with a yellow , to the left of the front of a yellow , and a mirror
1319,247459_406770,247459_407607,0,sampling_speaker1,-21.2342166461,-0.725638628006,a yellow bus with a yellow and a yellow and yellow bus
1320,206501_462451,206501_460538,0,sampling_speaker1,-11.7966127422,-0.563017845154,a person wearing a white pants
1321,206501_462451,206501_460538,0,sampling_speaker1,-17.0235216233,-0.555683016777,a person wearing black color jeans and jeans on the right
1322,206501_462451,206501_460538,0,sampling_speaker1,-14.230315599,-0.292033582926,the brown person with black jeans
1323,206501_462451,206501_460538,0,sampling_speaker1,-10.4237752016,-0.617175221443,a person wearing jeans and black jeans
1324,206501_462451,206501_460538,0,sampling_speaker1,-7.14676706071,-0.554330468178,a person wearing black jeans
1325,206501_462451,206501_460538,0,sampling_speaker1,-21.2686712069,-0.312447726727,a black and black jeans sitting on a table with a table
1326,206501_462451,206501_460538,0,sampling_speaker1,-9.80446716624,-0.469840884209,a person in the black jeans
1327,206501_462451,206501_460538,0,sampling_speaker1,-7.17709723829,-0.223693102598,the couch on the right
1328,206501_462451,206501_460538,0,sampling_speaker1,-14.4975795783,-0.515100359917,a person with a black and black jacket
1329,206501_462451,206501_460538,0,sampling_speaker1,-18.7041134272,-0.96281504631,a person wearing black jeans and jeans holding a gray jeans
1330,100022_712188,100022_1899463,0,sampling_speaker1,-14.489789239,-0.604210972786,a tray and carrots with carrots
1331,100022_712188,100022_1899463,0,sampling_speaker1,-10.7080372327,-0.605454623699,a baby with vegetables
1332,100022_712188,100022_1899463,0,sampling_speaker1,-15.2134187505,-0.603165507317,a carrots with a full of it
1333,100022_712188,100022_1899463,0,sampling_speaker1,-12.1446524795,-0.604436635971,a dish with carrots and carrots
1334,100022_712188,100022_1899463,0,sampling_speaker1,-13.5453817384,-0.604158937931,a large carrots with a carrots
1335,100022_712188,100022_1899463,0,sampling_speaker1,-12.689733808,-0.604203164577,a tray with a carrots
1336,100022_712188,100022_1899463,0,sampling_speaker1,-20.1024067442,-0.604908823967,a large carrots with greens and carrots on it
1337,100022_712188,100022_1899463,0,sampling_speaker1,-22.0262991082,-0.602887392044,a blue and a bowl of a tray
1338,100022_712188,100022_1899463,0,sampling_speaker1,-26.2109823623,-0.605440437794,a container with a dish and peppers and tomatoes
1339,100022_712188,100022_1899463,0,sampling_speaker1,-30.4471317343,-0.603102385998,a baby with a dish with it and it and it carrots it
1340,230559_503288,230559_505484,0,sampling_speaker1,-17.1682916339,-1.13155126572,a man in a black jacket and black jacket with a hat
1341,230559_503288,230559_505484,0,sampling_speaker1,-13.7481792872,-0.576436281204,a lady with a black and black hat
1342,230559_503288,230559_505484,0,sampling_speaker1,-9.45599039087,-0.642810821533,a man with a yellow jacket
1343,230559_503288,230559_505484,0,sampling_speaker1,-13.9462482783,-0.995597362518,a man with a black shirt and black cap
1344,230559_503288,230559_505484,0,sampling_speaker1,-17.2121848258,-0.679643392563,a woman with a black jacket on a brown jacket
1345,230559_503288,230559_505484,0,sampling_speaker1,-21.1420242338,-1.16622400284,a man with a black shirt and black hat on a black hat
1346,230559_503288,230559_505484,0,sampling_speaker1,-14.3976775935,-0.842621803284,a man with a blue hat and black hat
1347,230559_503288,230559_505484,0,sampling_speaker1,-13.6721517049,-0.860506772995,a man with a black jacket and blue hat
1348,230559_503288,230559_505484,0,sampling_speaker1,-8.84447377673,-0.723379850388,the man in the black jacket
1349,230559_503288,230559_505484,0,sampling_speaker1,-7.45865276869,-0.696234226227,a man with a black jacket
1350,526029_1186486,526029_1185157,0,sampling_speaker1,-6.35200934258,-0.812778830528,black case
1351,526029_1186486,526029_1185157,0,sampling_speaker1,-4.61307538428,-0.809024572372,a black suitcase
1352,526029_1186486,526029_1185157,0,sampling_speaker1,-10.5014117398,-0.800957620144,black bag with black case
1353,526029_1186486,526029_1185157,0,sampling_speaker1,-12.0020703847,-0.807036519051,a black bag that is case
1354,526029_1186486,526029_1185157,0,sampling_speaker1,-4.27856910399,-0.809472799301,black suitcase
1355,526029_1186486,526029_1185157,0,sampling_speaker1,-5.07112871837,-0.810984969139,black bag
1356,526029_1186486,526029_1185157,0,sampling_speaker1,-5.35852946181,-0.810344040394,a black bag
1357,526029_1186486,526029_1185157,0,sampling_speaker1,-13.454641194,-0.815973758698,a black color suitcase next to the case
1358,526029_1186486,526029_1185157,0,sampling_speaker1,-7.95724560738,-0.806724429131,a black bag suitcase
1359,526029_1186486,526029_1185157,0,sampling_speaker1,-4.27856910399,-0.809472799301,black suitcase
1360,435951_2166102,435951_536998,0,sampling_speaker1,-8.3196229962,-0.167134284973,a boy in a black shirt
1361,435951_2166102,435951_536998,0,sampling_speaker1,-8.93435088935,-0.16336107254,the man in the black shirt
1362,435951_2166102,435951_536998,0,sampling_speaker1,-15.4313970532,-0.260877132416,a young woman in a black and white shirt holding a tennis racket
1363,435951_2166102,435951_536998,0,sampling_speaker1,-14.6905015306,-0.171275377274,a girl in a black shirt and white racket
1364,435951_2166102,435951_536998,0,sampling_speaker1,-7.45250722022,-0.168042898178,a woman in a tennis racket
1365,435951_2166102,435951_536998,0,sampling_speaker1,-7.89893575568,-0.166627883911,a woman in a tennis
1366,435951_2166102,435951_536998,0,sampling_speaker1,-7.23395688711,-0.18513584137,a woman in a black shirt
1367,435951_2166102,435951_536998,0,sampling_speaker1,-8.72486031044,-0.150877714157,a boy with a tennis racket
1368,435951_2166102,435951_536998,0,sampling_speaker1,-11.4528601168,-0.156402349472,the man with a tennis racket
1369,435951_2166102,435951_536998,0,sampling_speaker1,-9.96732721316,-0.244717121124,a woman in a black shirt holding a tennis racket
1370,204379_54301,204379_1609279,0,sampling_speaker1,-10.019674711,-0.796427845955,a brown horse with a brown face
1371,204379_54301,204379_1609279,0,sampling_speaker1,-17.6883732771,-0.759302854538,a brown horse with a brown horse and white horses
1372,204379_54301,204379_1609279,0,sampling_speaker1,-9.85994318048,-0.75202703476,a brown horse with a brown horse
1373,204379_54301,204379_1609279,0,sampling_speaker1,-10.3880492393,-0.867161393166,a brown horse in a yellow horses
1374,204379_54301,204379_1609279,0,sampling_speaker1,-10.019674711,-0.796427845955,a brown horse with a brown face
1375,204379_54301,204379_1609279,0,sampling_speaker1,-11.3634665099,-0.768289685249,a brown horse in front of a brown horses
1376,204379_54301,204379_1609279,0,sampling_speaker1,-13.20833239,-0.781887054443,a brown horse on a red horse
1377,204379_54301,204379_1609279,0,sampling_speaker1,-19.6530837727,-0.839914441109,a horse horse in the brown hair
1378,204379_54301,204379_1609279,0,sampling_speaker1,-10.019674711,-0.796427845955,a brown horse with a brown face
1379,204379_54301,204379_1609279,0,sampling_speaker1,-6.7285808453,-0.773688435555,the brown horse
1380,550652_534808,550652_1208243,0,sampling_speaker1,-12.2421265499,-1.00283575058,girl in a white shirt holding a tennis racket
1381,550652_534808,550652_1208243,0,sampling_speaker1,-8.07154457498,-1.03891324997,a man holding a tennis racket
1382,550652_534808,550652_1208243,0,sampling_speaker1,-11.9777756006,-0.887099266052,a girl wearing a blue shirt holding a tennis racket
1383,550652_534808,550652_1208243,0,sampling_speaker1,-23.4590435738,-0.833383560181,a girl in a tennis racket with a red shirt holding a girl
1384,550652_534808,550652_1208243,0,sampling_speaker1,-10.3680591237,-1.12987995148,the girl holding a tennis racket
1385,550652_534808,550652_1208243,0,sampling_speaker1,-10.9591768296,-0.935831546783,a girl wearing a white shirt holding a tennis racket
1386,550652_534808,550652_1208243,0,sampling_speaker1,-11.2994524585,-0.759645462036,a man wearing a black shirt holding a tennis racket
1387,550652_534808,550652_1208243,0,sampling_speaker1,-7.97264937287,-1.10012280941,a girl holding a tennis racket
1388,550652_534808,550652_1208243,0,sampling_speaker1,-18.390515191,-1.06172847748,the woman with a white shirt and black shorts
1389,550652_534808,550652_1208243,0,sampling_speaker1,-17.5245357391,-0.843806266785,a girl holding a girl wearing a black shirt and racket
1390,222977_490735,222977_1205053,0,sampling_speaker1,-6.6055828966,-0.146991014481,a man holding a chair
1391,222977_490735,222977_1205053,0,sampling_speaker1,-7.82245676039,-0.190017938614,the man in the chair
1392,222977_490735,222977_1205053,0,sampling_speaker1,-6.94083159365,-0.191747903824,a man sitting on a chair
1393,222977_490735,222977_1205053,0,sampling_speaker1,-9.24509526046,-0.163992166519,the man in the right hand picture
1394,222977_490735,222977_1205053,0,sampling_speaker1,-11.8455822319,-0.122801780701,a man with a black shirt on it
1395,222977_490735,222977_1205053,0,sampling_speaker1,-8.57692833842,-0.130403518677,a man in a black chair
1396,222977_490735,222977_1205053,0,sampling_speaker1,-11.4921422833,-0.0891125202179,a man in a black shirt holding a chair
1397,222977_490735,222977_1205053,0,sampling_speaker1,-11.8455822319,-0.122801780701,a man with a black shirt on it
1398,222977_490735,222977_1205053,0,sampling_speaker1,-8.54167385087,-0.198411941528,the man holding the chair
1399,222977_490735,222977_1205053,0,sampling_speaker1,-9.59242469052,-0.108516931534,a man with a black shirt
1400,18211_2174524,18211_52600,0,sampling_speaker1,-20.4178904082,-0.933763623238,a zebra down down down to the right of another
1401,18211_2174524,18211_52600,0,sampling_speaker1,-9.68645701587,-0.947186887264,the giraffe behind the fence
1402,18211_2174524,18211_52600,0,sampling_speaker1,-8.29167280879,-0.951336979866,the zebra in the background
1403,18211_2174524,18211_52600,0,sampling_speaker1,-10.9387611391,-0.961259245872,a giraffe ' s down
1404,18211_2174524,18211_52600,0,sampling_speaker1,-12.4630231762,-0.940288424492,the zebra down the right
1405,18211_2174524,18211_52600,0,sampling_speaker1,-11.6703610401,-0.958523392677,a giraffe standing behind a zebra
1406,18211_2174524,18211_52600,0,sampling_speaker1,-18.7252060645,-0.939383506775,a giraffe with its back of another giraffe
1407,18211_2174524,18211_52600,0,sampling_speaker1,-12.6009458963,-0.942386746407,the zebra in the middle of the background
1408,18211_2174524,18211_52600,0,sampling_speaker1,-10.470698862,-0.960306704044,a giraffe behind the camera
1409,18211_2174524,18211_52600,0,sampling_speaker1,-9.07136023946,-0.927646040916,the giraffe behind the zebra
1410,441425_1103937,441425_1098174,0,sampling_speaker1,-11.2482278099,-0.899074673653,a black chair on a table
1411,441425_1103937,441425_1098174,0,sampling_speaker1,-15.9453123029,-0.905232727528,a black chair with a black top
1412,441425_1103937,441425_1098174,0,sampling_speaker1,-14.1585303707,-0.773343503475,the left of the other cellphone
1413,441425_1103937,441425_1098174,0,sampling_speaker1,-16.907868805,-0.834311008453,a black monitor on the left of the cellphone
1414,441425_1103937,441425_1098174,0,sampling_speaker1,-10.3795404551,-0.911619901657,a black sitting on a table
1415,441425_1103937,441425_1098174,0,sampling_speaker1,-20.4438319368,-0.872492432594,an old monitor with a black case on it
1416,441425_1103937,441425_1098174,0,sampling_speaker1,-16.4102580303,-0.857828319073,a black cellphone sitting on the left of a table
1417,441425_1103937,441425_1098174,0,sampling_speaker1,-12.1191083358,-0.881313323975,a black monitor on the table
1418,441425_1103937,441425_1098174,0,sampling_speaker1,-13.2038028692,-0.91161608696,a black box sitting on a table
1419,441425_1103937,441425_1098174,0,sampling_speaker1,-9.60114009556,-0.786941170692,the left side of the image
1420,92009_1821839,92009_1821999,0,sampling_speaker1,-30.3471230947,-0.518156886101,a white chair in a black and white and white looking at the front of two other two other
1421,92009_1821839,92009_1821999,0,sampling_speaker1,-35.7792578556,-0.507683694363,a white chair on a white and a black and a goat next to two other two other
1422,92009_1821839,92009_1821999,0,sampling_speaker1,-22.1328525416,-0.497958093882,a white animal on a black and black and white
1423,92009_1821839,92009_1821999,0,sampling_speaker1,-9.52168679475,-0.515177547932,a white chair on the left
1424,92009_1821839,92009_1821999,0,sampling_speaker1,-19.4083776179,-0.497371137142,a black and white horse next to a white color
1425,92009_1821839,92009_1821999,0,sampling_speaker1,-33.0300925552,-0.532295763493,a black and white horse to a brown of the left of another other two other
1426,92009_1821839,92009_1821999,0,sampling_speaker1,-18.0435254069,-0.499545514584,a brown and white chair next to two other animal
1427,92009_1821839,92009_1821999,0,sampling_speaker1,-17.6302670532,-0.502132534981,the left of the white and white horse
1428,92009_1821839,92009_1821999,0,sampling_speaker1,-15.9448780816,-0.513101458549,the black and white color on the left
1429,92009_1821839,92009_1821999,0,sampling_speaker1,-17.6530133014,-0.505454719067,a black and white chair next to a white can
1430,287303_242270,287303_135604,0,sampling_speaker1,-11.0260568456,-0.689335465431,a car with a green car
1431,287303_242270,287303_135604,0,sampling_speaker1,-16.3956687265,-0.696038722992,a truck with a car is on it
1432,287303_242270,287303_135604,0,sampling_speaker1,-20.8708008054,-0.678898274899,a car car with a white and a car
1433,287303_242270,287303_135604,0,sampling_speaker1,-11.8302526187,-0.675267219543,a car car behind a truck
1434,287303_242270,287303_135604,0,sampling_speaker1,-5.95564822228,-0.696220993996,a green car
1435,287303_242270,287303_135604,0,sampling_speaker1,-4.95205363346,-0.695873320103,a car
1436,287303_242270,287303_135604,0,sampling_speaker1,-25.6264256763,-0.702126383781,a green car that is in a white and red shirt
1437,287303_242270,287303_135604,0,sampling_speaker1,-12.4374257377,-0.675273001194,a green car behind a black car
1438,287303_242270,287303_135604,0,sampling_speaker1,-6.38135289421,-0.702542126179,a green truck
1439,287303_242270,287303_135604,0,sampling_speaker1,-9.78595038348,-0.686911344528,a car with a car
1440,362360_494698,362360_531222,0,sampling_speaker1,-10.2511206034,-0.617076873779,woman on her dress
1441,362360_494698,362360_531222,0,sampling_speaker1,-19.7521253458,-0.614693045616,girl with white and white hair sitting on a child
1442,362360_494698,362360_531222,0,sampling_speaker1,-9.64639397382,-0.608792603016,girl sitting on her bed
1443,362360_494698,362360_531222,0,sampling_speaker1,-12.6627889886,-0.604219913483,a girl girl sitting on a white dress
1444,362360_494698,362360_531222,0,sampling_speaker1,-12.5042938118,-0.604277551174,girl sitting on the other bed
1445,362360_494698,362360_531222,0,sampling_speaker1,-14.2820553929,-0.612258076668,girl with her hair sitting on her hair
1446,362360_494698,362360_531222,0,sampling_speaker1,-26.9175772829,-0.631232500076,a woman with her and white dress on her her her her people
1447,362360_494698,362360_531222,0,sampling_speaker1,-26.4234995715,-0.664298295975,a woman with a white dress sitting on her her her while holding a phone
1448,362360_494698,362360_531222,0,sampling_speaker1,-10.341927756,-0.614035487175,a woman with a white hair
1449,362360_494698,362360_531222,0,sampling_speaker1,-19.8001717341,-0.614573001862,a girl with a white dress and her her umbrella
1450,124804_1706260,124804_469919,0,sampling_speaker1,-34.073667204,-0.236135959625,a man wearing a white shirt with glasses on his his other two other his his his his
1451,124804_1706260,124804_469919,0,sampling_speaker1,-6.08930621473,-0.465136051178,a man wearing a white shirt
1452,124804_1706260,124804_469919,0,sampling_speaker1,-11.5035403953,-0.588866949081,a man sitting on the right hand
1453,124804_1706260,124804_469919,0,sampling_speaker1,-8.70824484104,-0.423117160797,a man wearing a white shirt and glasses
1454,124804_1706260,124804_469919,0,sampling_speaker1,-15.1071175989,-0.528919219971,a man with a white shirt sitting on the other game
1455,124804_1706260,124804_469919,0,sampling_speaker1,-26.3403102006,-0.432184696198,man wearing a white shirt sitting on a white , with a white game
1456,124804_1706260,124804_469919,0,sampling_speaker1,-9.67502363628,-0.528264760971,a man wearing a white and glasses
1457,124804_1706260,124804_469919,0,sampling_speaker1,-12.119356672,-0.450743198395,a man in a white shirt sitting on his left
1458,124804_1706260,124804_469919,0,sampling_speaker1,-12.8356541117,-0.579701423645,a man sitting sitting on a white chair
1459,124804_1706260,124804_469919,0,sampling_speaker1,-11.0236954958,-0.399880886078,a man wearing a white shirt sitting on a game
1460,218775_483863,218775_486397,0,sampling_speaker1,-10.713846433,-0.982106208801,a woman sitting on a white shirt
1461,218775_483863,218775_486397,0,sampling_speaker1,-17.5435165542,-1.3114233017,a woman in a green shirt is sitting on a tray
1462,218775_483863,218775_486397,0,sampling_speaker1,-16.3334619265,-1.17206263542,a girl in a white shirt holding a green laptop
1463,218775_483863,218775_486397,0,sampling_speaker1,-11.9681708602,-1.18606877327,a woman in a white shirt sitting on a table
1464,218775_483863,218775_486397,0,sampling_speaker1,-17.6282774842,-0.822636961937,a girl sitting on a table with a short
1465,218775_483863,218775_486397,0,sampling_speaker1,-16.573246331,-1.37686371803,a girl in a white shirt with a blue shirt sitting on it
1466,218775_483863,218775_486397,0,sampling_speaker1,-31.2537545561,-1.38149046898,a woman in a white shirt holding a green tank and an other laptop
1467,218775_483863,218775_486397,0,sampling_speaker1,-26.05920529,-0.818499803543,a girl with a white shirt sitting on her other two other on it
1468,218775_483863,218775_486397,0,sampling_speaker1,-16.3716186007,-1.19764256477,a girl in a long holding a white shirt
1469,218775_483863,218775_486397,0,sampling_speaker1,-20.9136439573,-1.53613638878,a girl in a blue shirt with a white and green shirt
1470,444315_419717,444315_420231,0,sampling_speaker1,-15.2571145846,-0.571025311947,the table with the cloth on the top of it
1471,444315_419717,444315_420231,0,sampling_speaker1,-15.659095711,-0.724255025387,red table with red and cloth
1472,444315_419717,444315_420231,0,sampling_speaker1,-18.7621485033,-0.657139778137,the table with the red and the top of the table
1473,444315_419717,444315_420231,0,sampling_speaker1,-16.2684614015,-0.666875898838,a table with a paper on it in front of it
1474,444315_419717,444315_420231,0,sampling_speaker1,-10.1131757619,-0.752439022064,a cake with a table
1475,444315_419717,444315_420231,0,sampling_speaker1,-15.6526579573,-0.711828708649,a table with a red and blue top of it
1476,444315_419717,444315_420231,0,sampling_speaker1,-27.079205312,-0.726708889008,a blue table with a red and red and white color on it
1477,444315_419717,444315_420231,0,sampling_speaker1,-8.14202910306,-0.679255902767,the table that is sitting on
1478,444315_419717,444315_420231,0,sampling_speaker1,-14.5170467044,-0.751287639141,a table with a red and red cloth
1479,444315_419717,444315_420231,0,sampling_speaker1,-17.0398257504,-0.523464441299,the table with the top of the top of the knife
1480,466523_1799738,466523_349020,0,sampling_speaker1,-22.9369598389,-0.986524164677,a green bus driving to the right of the other other
1481,466523_1799738,466523_349020,0,sampling_speaker1,-7.17641430998,-0.971772909164,a white bus
1482,466523_1799738,466523_349020,0,sampling_speaker1,-13.1172529732,-0.979730248451,the front of the front of the other bus
1483,466523_1799738,466523_349020,0,sampling_speaker1,-23.0514503663,-0.980373084545,a white car with a gray seen on it
