id,caption,image,tgt_id
1257,black laptop,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/267870_1624924_32320_gr.png,2
4448,a man wearing a tennis shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/309552_531592_500515_gr.png,2
2632,a girl in a bed,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/536001_437990_462583_gr.png,2
642,a man in a sheep,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/320308_2159755_228681_rg.png,1
4920,the donut on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/145935_1080611_1079653_gr.png,2
467,a woman is wearing a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/570951_457105_500240_gr.png,2
625,a black chair with a white and white bag,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/66337_2211816_444419_rg.png,1
2165,a white horse with black grass,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/106895_58363_59668_rg.png,1
5140,a woman in a black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/367357_1182478_510682_gr.png,2
135,a giraffe on right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/319160_598939_596067_rg.png,1
1799,a boy holding a baby,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/420304_478633_511251_gr.png,2
3805,a white plate of broccoli,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/537532_1536594_1038960_rg.png,1
3295,a black remote remote remote,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/86282_1110329_1111516_gr.png,2
1348,the man in the black jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/230559_503288_505484_rg.png,1
3175,the man standing on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/471132_486682_478502_rg.png,1
3990,a man in black shirt holding a black and white phone,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/545987_2161784_514631_gr.png,2
1226,a man in a black shirt and white pants,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/257297_235313_225628_rg.png,1
1696,a black laptop with a laptop,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/477468_1103430_1102505_rg.png,1
5966,a man in a black shirt with a red and his head,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/24520_214747_201007_gr.png,2
1074,a baseball player wearing a baseball bat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/140575_430464_442569_rg.png,1
3052,a silver spoons,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/143334_1885686_1885324_gr.png,2
3515,giraffe,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/567375_597809_596366_gr.png,2
5908,a man with a wedding in a wedding dress dress,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/417619_488745_438663_rg.png,1
5657,the black and black chair that is sitting on the back of the table,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/433683_181381_249245_gr.png,2
2991,a glass of wine wine,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/565918_665662_1088196_gr.png,2
731,a bus with yellow and yellow bus,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/307352_1796324_395785_rg.png,1
5180,a boy holding a surfboard,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/146224_475120_654414_gr.png,2
5324,the man wearing black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/397148_1738085_191523_gr.png,2
4116,a large broccoli color color color broccoli in the middle,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/534564_1914975_1915201_rg.png,1
17,a yellow apple and yellow lemon,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/270362_1047662_691171_gr.png,2
3590,the right of the image,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/209494_1569240_505995_rg.png,1
2528,a man with a white helmet and black helmet,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/36151_477485_555875_rg.png,1
5977,man in a black shirt with a chef,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/40911_477941_2160200_gr.png,2
3416,a girl with a blue shirt in a blue jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/315751_2162322_2199605_gr.png,2
5178,the elephant with the trunk trunk trunk trunk,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/482091_583778_583882_gr.png,2
595,a woman wearing a blue shirt holding a tie,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/410378_444297_461150_rg.png,1
5049,a sandwich in the back,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/189547_308944_309868_gr.png,2
564,a girl with red,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/261349_116245_112446_rg.png,1
4706,the sofa with the wall,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/424111_1949767_116273_rg.png,1
4879,a chair with a green and red green shirt sitting on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/227769_382606_378750_rg.png,1
3479,a brown cow with a brown cow,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/12696_73956_75220_gr.png,2
501,a black cycle riding a bicycle on a bicycle,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/188991_344066_453663_gr.png,2
4643,a piece of pizza on the plate with a plate,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/104594_2218385_2218738_gr.png,2
146,a red truck,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/409740_399187_485557_gr.png,2
5296,a man with a blue shirt sitting on a tennis,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/400343_183459_187380_gr.png,2
2205,the black color of the table behind the image,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/314298_391746_382376_rg.png,1
829,a person with a pizza on a ring,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/566301_1732000_1262110_rg.png,1
2533,the side of the white truck,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/171231_1365302_167119_rg.png,1
4567,a man with a black and glasses,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/284691_495656_1754769_rg.png,1
1475,a table with a red and blue top of it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/444315_419717_420231_rg.png,1
2071,the table with the top of it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/84815_1613762_1584956_rg.png,1
5743,a player with a female and white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/97895_473989_501155_gr.png,2
2332,a man with a black hair and a black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/398367_424481_1187036_gr.png,2
3688,a white bird on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/455405_44521_2230045_rg.png,1
773,bear bear bear bear,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/115681_587083_587196_rg.png,1
1612,the wine glass of the wine the wine,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/116882_664956_1613040_gr.png,2
2546,a man with a black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/60737_483124_463424_rg.png,1
4889,a polar bear is sitting on right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/465347_588103_586980_rg.png,1
3040,a zebra in front of a zebra,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/380885_590452_592403_rg.png,1
1525,a black truck with a red - truck,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/83931_1785793_355989_gr.png,2
367,a brown colored cow standing in the left of another calf,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/189836_277915_2191523_gr.png,2
2562,a yellow train in the yellow tracks,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/109896_2050673_170943_rg.png,1
95,a hot on top of the table,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/475236_1082730_1081609_gr.png,2
2189,a woman with a blue and black and white bicycle,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/478132_344084_344184_rg.png,1
1086,sandwich sandwich on the sandwich,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/435488_1554188_1554959_gr.png,2
3896,the chair on the right side of the table,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/341060_1623039_121819_rg.png,1
4214,woman in a yellow shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/308752_518076_470166_rg.png,1
5088,a half of another sandwich on a burger,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/514781_310748_311419_rg.png,1
1471,red table with red and cloth,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/444315_419717_420231_rg.png,1
2558,a child to the skier,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/564449_485057_1727045_rg.png,1
5090,a black and white shirt in the girl with a blue shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/105184_522206_532402_rg.png,1
4568,a man with a black jacket and glasses,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/284691_495656_1754769_gr.png,2
655,a woman wearing blue and white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/58171_528317_2011072_gr.png,2
550,a man wearing a yellow shirt and a yellow and a blue shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/74421_2149675_186985_gr.png,2
2336,a woman wearing a black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/398367_424481_1187036_gr.png,2
466,a man in a blue shirt and white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/570951_457105_500240_rg.png,1
5037,a sheep sheep with its head sheep,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/178774_67862_67594_rg.png,1
2318,a woman in a black shirt and white shorts with a blue shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/269493_465349_461775_gr.png,2
2957,a silver dog,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/282527_246648_1790282_rg.png,1
3736,a girl sitting on a couch in a couch,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/78633_191203_187370_gr.png,2
4834,a zebra in front of a zebra,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/178553_590416_591573_rg.png,1
5476,a man in a brown and hat on a counter holding a cell,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/56604_2157880_210974_gr.png,2
1594,the red red metal,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/84034_1672639_1672514_gr.png,2
3012,a white color by a cat sleeping lying,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/520123_53272_1891_gr.png,2
5538,a red bowl with white liquid,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/279780_1982866_1982646_rg.png,1
110,the girl in the blonde holding her hand,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/360570_220430_225970_gr.png,2
3023,a sheep of a sheep,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/470977_1817840_61926_rg.png,1
5627,a piece of food in a table,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/114142_2226363_2098624_gr.png,2
3389,a purple container with a pink and blue and apples,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/225604_1536890_1040562_rg.png,1
2787,a sandwich with a small sandwich,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/178131_1552519_1553783_rg.png,1
3897,an empty chair with the back of it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/341060_1623039_121819_rg.png,1
4289,a person behind a red and a piece of food,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/292440_1160311_2147432_rg.png,1
2297,a woman with a black hair,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/470025_488317_457300_rg.png,1
118,the woman with a green hat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/360570_220430_225970_gr.png,2
5431,the chair with the back,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/88609_375041_374014_gr.png,2
1233,the chair on the table,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/116250_1183323_318892_rg.png,1
4255,a man in a red shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/159324_521633_493867_gr.png,2
1055,the man holding the surfboard,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/361692_431011_468136_rg.png,1
3566,a bed sleeping sleeping laying on a bed,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/334041_1611714_2129514_gr.png,2
2598,the man with the reading sitting on the reading,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/11624_505799_475859_gr.png,2
3364,the toilet with the photo,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/45359_1671430_1671260_gr.png,2
504,a bicycle parked by a woman in a bicycle,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/188991_344066_453663_rg.png,1
5544,a red bus,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/474461_400864_398656_rg.png,1
1146,a white chair on the left,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/452022_376685_2189803_rg.png,1
3783,the man in the middle of the middle,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/177019_203943_1789606_rg.png,1
1418,a black box sitting on a table,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/441425_1103937_1098174_rg.png,1
3926,a man wearing black shirt looking to the other white,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/529490_2008084_2154696_rg.png,1
5237,a man wearing a red uniform,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/564063_1197190_396717_gr.png,2
2127,a man in a baseball uniform,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/532269_429304_437519_rg.png,1
3795,a man in a black hat with a black hat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/455558_478761_481790_rg.png,1
1499,a pizza with a pizza on it   a pizza   and a plate  ,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/444344_1071649_372972_rg.png,1
2326,the bunch of the bunch of the bunch,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/159682_1042990_1043492_rg.png,1
4584,a yellow boat with a yellow and ship,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/555037_180304_177059_gr.png,2
568,the girl with the red on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/261349_116245_112446_rg.png,1
3599,a hot in the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/209494_1569240_505995_gr.png,2
1843,a cat with a black cat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/57777_51822_2174535_rg.png,1
4845,person in the back of black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/63866_378057_392060_gr.png,2
2770,a man in a black and white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/216733_495522_452707_gr.png,2
2742,the cup of the cup on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/519832_679148_678165_gr.png,2
2575,a sheep standing in front of two other other other,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/52563_66111_63234_gr.png,2
4019,a light brown cow,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/352886_74052_74183_rg.png,1
4062,a person in a black jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/202037_182512_181156_gr.png,2
2999,the wine wine glass with the wine,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/565918_665662_1088196_gr.png,2
3561,the bed on the bed,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/334041_1611714_2129514_rg.png,1
5123,a truck with pickup truck,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/424694_397892_1374218_rg.png,1
5962,a man wearing a red shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/24520_214747_201007_rg.png,1
2631,a woman wearing a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/536001_437990_462583_rg.png,1
4816,a green broccoli in the green shirt and a red directly,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/186699_1561788_1560786_gr.png,2
3791,the man with a black and hat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/455558_478761_481790_gr.png,2
2315,the back of a woman wearing a white and black color shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/269493_465349_461775_rg.png,1
1000,a white laptop on the desk,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/74924_1115055_1626771_rg.png,1
4177,a man in a red shirt and brown horse,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/322082_187300_191735_gr.png,2
4615,a pizza with a pizza on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/104541_1075518_1074065_rg.png,1
5619,a man wearing a baseball bat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/564676_629981_455794_gr.png,2
5063,a black horse in front of a white horse,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/162462_56932_54871_gr.png,2
774,a bear bear bear on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/115681_587083_587196_rg.png,1
3345,a person sitting on a bench,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/240467_2063457_573405_gr.png,2
447,a man wearing a blue shirt holding a black jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/377331_518565_461368_rg.png,1
4791,a man with a black hair,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/55618_541936_533919_rg.png,1
5763,a black chair,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/319121_159694_161051_rg.png,1
4638,a boy in white jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/546959_1750007_504794_rg.png,1
3099,man in an orange shirt with a grey jacket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/462860_1754962_531811_gr.png,2
3563,the bed,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/334041_1611714_2129514_rg.png,1
3047,a zebra that is standing in the other zebras,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/380885_590452_592403_gr.png,2
2704,a girl with a red and red pants,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/350138_486774_1777858_gr.png,2
2256,a man with a brown shirt and controller,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/142291_112137_111757_gr.png,2
3577,the vase vase that is sitting on the vase,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/528970_1151458_1154335_rg.png,1
4498,a zebra with the grazing,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/130714_589110_589705_gr.png,2
5572,a white color brown color and brown dog,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/171408_3727_15138_gr.png,2
3914,a clock on the back of a table,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/78923_335574_335646_gr.png,2
5369,the bike of the arm of the man wearing a bike,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/318574_226051_229287_gr.png,2
5450,a yellow banana in the middle of bananas,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/212197_1041890_1961649_rg.png,1
5716,a hot dog dog on the hot dog,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/515662_1069369_1070424_rg.png,1
3554,a pizza with a black and pizza on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/135694_1073904_1070935_gr.png,2
4549,a child in a blue shirt holding a child,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/567630_454547_2158620_gr.png,2
2234,a lady with a white hat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/289740_424998_443104_gr.png,2
1868,a glass of a glass with a glass and black and food,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/51763_676417_1578074_rg.png,1
3732,a woman sitting sitting on a couch couch,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/78633_191203_187370_gr.png,2
4839,zebra in the back,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/178553_590416_591573_rg.png,1
5300,a sandwich sandwich,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/154621_2231226_1085272_rg.png,1
2848,a large horns in the ram in front of the left,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/225015_1817824_1405913_gr.png,2
3111,a knife with a knife,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/369331_689912_313023_rg.png,1
3586,a person ' s horse with a white and red head on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/356940_2177073_369683_rg.png,1
1089,a sandwich and white sandwich,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/435488_1554188_1554959_gr.png,2
1389,a girl holding a girl wearing a black shirt and racket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/550652_534808_1208243_rg.png,1
39,a person standing behind a woman,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/409661_1710348_448286_rg.png,1
1826,a baby elephant with its it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/412167_581570_581061_gr.png,2
2489,a zebra with a zebra on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/508456_593440_592222_gr.png,2
5902,a bride wedding bride in a white dress,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/417619_488745_438663_gr.png,2
2982,a young girl in a blue shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/387058_215746_253078_gr.png,2
1959,a white sheep with a white and white color colored its other in its back,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/453311_1820677_72271_gr.png,2
3614,the blurry half of a man in the background,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/119428_1080361_1082245_rg.png,1
4063,the snow the snow,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/202037_182512_181156_gr.png,2
11,a green apple in a red and white and apple,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/270362_1047662_691171_rg.png,1
3689,a white beak,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/455405_44521_2230045_rg.png,1
5774,boy in a black sweater,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/556698_513701_420613_rg.png,1
3955,a black and a wooden chair with a gold next to a gold,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/455824_104106_105053_gr.png,2
3330,a man wearing a black cutting a white shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/119065_441396_443519_rg.png,1
3652,a plate with pizza on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/209603_120940_1072452_rg.png,1
3722,a pizza on a plate,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/242467_1072825_1076919_gr.png,2
2613,a hot and a sandwich with a plate on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/434753_310239_310341_rg.png,1
2870,a black chair with two other head,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/282415_1968190_1969641_rg.png,1
2785,a sandwich,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/178131_1552519_1553783_rg.png,1
5408,a zebra in front of a zebra,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/146583_591790_591534_rg.png,1
4402,a tennis racket,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/177915_660835_659336_gr.png,2
111,a girl with a woman on her her her skirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/360570_220430_225970_gr.png,2
1588,a red double next to the red bus,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/542779_168638_1365009_gr.png,2
3890,the chair that is sitting on,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/341060_1623039_121819_rg.png,1
2447,the white chair with a black laptop on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/314556_1643709_1644102_gr.png,2
1067,a baseball player in a white shirt and white pants,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/320785_1249423_1236539_gr.png,2
4288,the piece of the corner of the bananas,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/292440_1160311_2147432_rg.png,1
3697,a sandwich with a sandwich,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/226046_309730_1727876_gr.png,2
1441,girl with white and white hair sitting on a child,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/362360_494698_531222_gr.png,2
5011,a woman in a black and white shirt with an umbrella,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/386211_501665_490212_gr.png,2
2620,the snow,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/414279_619618_618052_gr.png,2
4232,the giraffe on the left,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/93786_597922_598421_rg.png,1
1213,a giraffe on a giraffe,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/312841_599654_595057_rg.png,1
4046,a man in a blue shirt with a hat,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/292127_1720354_505173_rg.png,1
3319,the front of another two other in front of two other other compartment,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/577809_1047794_1548819_gr.png,2
68,chair chair with the front of the desk,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/327768_110670_110569_rg.png,1
1165,the right of the sheep,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/468416_66073_65168_rg.png,1
2261,the empty chair next to the right of a man,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/527342_375408_1933657_rg.png,1
1626,a young girl in a red sweater and a red sweater,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/215224_454502_1708882_rg.png,1
376,a woman in a blue shirt holding a purple skirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/475488_531312_533574_rg.png,1
292,a red bus with a red and white bus on it,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/573700_366159_366125_rg.png,1
2936,a cup of a cup of two cup,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/143258_1880323_1495865_rg.png,1
4891,a woman in a brown shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/367048_540304_1726537_rg.png,1
5505,a striped striped shirt in a little umbrella,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/302397_283991_280888_gr.png,2
3717,zebra with its back,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/348951_590580_588179_gr.png,2
2512,a black car with a black car,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/281910_351141_2043615_rg.png,1
3909,a zebra zebra in front of two other other zebras,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/136265_588949_589747_gr.png,2
5983,a man wearing a black jacket and glasses standing behind a pizza,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/131030_428628_493291_rg.png,1
4848,the man in the background,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/63866_378057_392060_rg.png,1
1716,a man in a train,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/190764_159663_158215_gr.png,2
3331,the man on the cake,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/119065_441396_443519_rg.png,1
2351,a black and white board,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/248910_1862283_650449_gr.png,2
3729,a sandwich with a slice of pizza,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/242467_1072825_1076919_gr.png,2
2139,the broccoli on the right,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/265074_1058473_1961347_rg.png,1
1286,a plane in a light and red color,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/267927_1384872_165261_rg.png,1
4114,a small chicken color potato with his head and vegetables,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/534564_1914975_1915201_rg.png,1
4629,a woman in a black shirt,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/219268_454661_654261_gr.png,2
3502,a sandwich on a plate of a plate,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/236963_1905281_2110584_gr.png,2
518,man in the back of the top of the head,http://fromage.banatao.berkeley.edu/pragma/data/coco/boxed/501177_513015_513811_gr.png,2
