target,distractor,similarity,model_name,speaker_score,listener_score,description
868_1,868_3,2,sampling_speaker1,-14.7237139332,-0.0124726295471,mike has a ball in his hand
868_1,868_3,2,sampling_speaker1,-10.8016334017,-6.91413879395e-06,jenny kicked the soccer ball to the soccer ball
805_0,897_9,2,sampling_speaker1,-21.5790476745,-1.08231246471,the quite is in the hot dog
805_0,897_9,2,sampling_speaker1,-28.4529229317,-2.74546647072,mike and jenny jump in a tree
805_0,897_9,2,sampling_speaker1,-5.33401375769,-1.86379921436,mike is holding a hot dog
805_0,897_9,2,sampling_speaker1,-4.03095665956,-0.0613570213318,jenny is holding a hamburger
805_0,897_9,2,sampling_speaker1,-19.7903505434,-0.673401653767,jenny is standing on a hi toy
805_0,897_9,2,sampling_speaker1,-26.4490181296,-0.0338983535767,jenny has on a hamburger and mike against lunch
805_0,897_9,2,sampling_speaker1,-17.6722640054,-0.674937605858,mike is about to eat hot dog
805_0,897_9,2,sampling_speaker1,-27.2879349169,-1.91480255127,jenny goes behind the tree
805_0,897_9,2,sampling_speaker1,-9.44252543313,-0.125344753265,jenny is waving hello
805_0,897_9,2,sampling_speaker1,-6.7971219976,-0.67726624012,jenny is waving at the hot dog
876_0,876_1,2,sampling_speaker1,-11.7995836702,-0.146052837372,the cat is sitting by the fire
876_0,876_1,2,sampling_speaker1,-8.1915261413,-0.660598516464,jenny is standing near the fire
876_0,876_1,2,sampling_speaker1,-17.6509733685,-0.14284658432,lightning is out
876_0,876_1,2,sampling_speaker1,-8.27693085889,-0.433234214783,the cat is on the fire
876_0,876_1,2,sampling_speaker1,-16.4865879912,-0.459905952215,jenny is wearing pink
876_0,876_1,2,sampling_speaker1,-15.8756012228,-0.58879160881,the fire flies by the tree
876_0,876_1,2,sampling_speaker1,-8.48209014106,-1.14439833164,mike is in front of the tree
876_0,876_1,2,sampling_speaker1,-13.0034093384,-0.470418453217,a soccer ball is between mike and jenny
876_0,876_1,2,sampling_speaker1,-13.0369916022,-0.288916110992,lightning is coming to the fire
876_0,876_1,2,sampling_speaker1,-16.3659579988,-0.125105381012,lightning is striking the ground
860_4,836_4,2,sampling_speaker1,-15.591561681,-0.714889526367,mike and jenny fell off the swing
860_4,836_4,2,sampling_speaker1,-11.1478566566,-0.703560352325,the brown dog is standing between mike
860_4,836_4,2,sampling_speaker1,-14.6090855705,-0.288712322712,mike is playing on his head
860_4,836_4,2,sampling_speaker1,-10.3209098056,-0.116142511368,mike is standing by the sun
860_4,836_4,2,sampling_speaker1,-15.8334873385,-2.5275015831,mike is angry with a dog
860_4,836_4,2,sampling_speaker1,-20.7534936054,-0.344515621662,mike wants to cheer the soccer ball
860_4,836_4,2,sampling_speaker1,-11.8622812684,-0.378688067198,mikes dog is watching jenny
860_4,836_4,2,sampling_speaker1,-12.7698506979,-0.164211511612,jenny does not want to play catch with the
860_4,836_4,2,sampling_speaker1,-12.1397105408,-0.633554697037,the dog is watching the hot dogs
860_4,836_4,2,sampling_speaker1,-27.1331147713,-0.70238006115,the dog is eating t with a ball
808_3,824_2,4,sampling_speaker1,-10.8540815988,-0.191018104553,the owl is on the snake
808_3,824_2,4,sampling_speaker1,-19.3713267845,-0.0224366188049,the snake tossed the owl the owl
808_3,824_2,4,sampling_speaker1,-24.9653764044,-0.114447593689,the ball is clear the owl off of the
808_3,824_2,4,sampling_speaker1,-17.1600982072,-1.59373855591,the green snake is climb jenny
808_3,824_2,4,sampling_speaker1,-6.03392161638,-2.53160953522,jenny is wearing a crown
808_3,824_2,4,sampling_speaker1,-15.1500829046,-1.25124025345,the green snake is sitting between jenny
808_3,824_2,4,sampling_speaker1,-21.237941648,-0.923261642456,jenny holds the ball and the green snake
808_3,824_2,4,sampling_speaker1,-28.4682715929,-1.3641769886,mike is going down the ball
808_3,824_2,4,sampling_speaker1,-12.0834670821,-0.166644096375,the owl is sitting on the following the snake
808_3,824_2,4,sampling_speaker1,-23.7263677398,-0.259311676025,the owl landed on the trip snake
855_8,899_3,4,sampling_speaker1,-7.97768719967,-0.00601387023926,the cat is sitting under the swings
855_8,899_3,4,sampling_speaker1,-16.2161414628,-1.20653653145,mike caught the cat
855_8,899_3,4,sampling_speaker1,-6.73824424778,-0.00889730453491,mike is on the swing
855_8,899_3,4,sampling_speaker1,-4.79014190921,-0.0151252746582,the cat is sitting on the ground
855_8,899_3,4,sampling_speaker1,-15.1465142907,-0.133342519403,mike sits very angry
855_8,899_3,4,sampling_speaker1,-23.2669682571,-0.00795459747314,jenny again on the swing
855_8,899_3,4,sampling_speaker1,-10.1463552219,-0.166675329208,jenny is sitting next to the cat
855_8,899_3,4,sampling_speaker1,-13.7651524745,-0.0291690826416,the cat and jenny have a swing
855_8,899_3,4,sampling_speaker1,-13.7515948203,-1.81180310249,mike wants to play up
855_8,899_3,4,sampling_speaker1,-11.5483053408,-0.000263690948486,mike is sitting on the swings
886_4,858_3,4,sampling_speaker1,-3.81009106985,-0.000526905059814,jenny is wearing a crown
886_4,858_3,4,sampling_speaker1,-28.6234410845,-1.58982026577,jenny tells it is hates to the park but
886_4,858_3,4,sampling_speaker1,-10.0572397495,-0.0167136192322,mike is wearing a hat
886_4,858_3,4,sampling_speaker1,-4.38002225857,-0.00107145309448,mike is wearing a crown
886_4,858_3,4,sampling_speaker1,-14.9869141658,-0.00245189666748,mike is wearing a red and hat
886_4,858_3,4,sampling_speaker1,-8.35922256147,-0.000835180282593,jenny is wearing mikes crown
886_4,858_3,4,sampling_speaker1,-23.5556285846,-1.18751633167,it is the park to put out a cloudy
886_4,858_3,4,sampling_speaker1,-5.25003393914,-0.0167136192322,mike is wearing a hat
886_4,858_3,4,sampling_speaker1,-6.16643052342,-3.10832548141,the hot air balloon is flying in the sky
886_4,858_3,4,sampling_speaker1,-10.1820429904,-0.0601326227188,jenny is playing on the crown
825_5,825_8,4,sampling_speaker1,-10.9361295585,-1.85815834999,an owl is sitting in the tree
825_5,825_8,4,sampling_speaker1,-21.882635902,-0.0210987329483,the dog and wants a beach ball are talking
825_5,825_8,4,sampling_speaker1,-14.2688520437,-2.2929520607,the owl is looking into the tree
825_5,825_8,4,sampling_speaker1,-20.0441264688,-0.372170567513,jenny loves to play with her dog
825_5,825_8,4,sampling_speaker1,-18.6046585791,-0.360362976789,jenny calls falls on the dog
825_5,825_8,4,sampling_speaker1,-14.1565268962,-0.898262143135,jenny is on the bumblebee hat
825_5,825_8,4,sampling_speaker1,-31.511162246,-0.393820762634,jenny pretends in the owl is carrying a ball
825_5,825_8,4,sampling_speaker1,-14.9271076551,-0.132718920708,a dog stands with a tennis ball
825_5,825_8,4,sampling_speaker1,-7.93893916237,-1.14977431297,the dog is wearing a helmet
825_5,825_8,4,sampling_speaker1,-3.9375964456,-2.95186042786,the dog is looking at the owl
900_8,900_7,4,sampling_speaker1,-11.4760849602,-0.00412940979004,mike is wearing a hat
900_8,900_7,4,sampling_speaker1,-14.4330014109,-0.777493953705,jenny wants to play with mike and him
900_8,900_7,4,sampling_speaker1,-13.2960648609,-0.048047542572,the orange hat is on the ground
900_8,900_7,4,sampling_speaker1,-23.0092649266,-0.00106620788574,mike is smiling about wearing a funny hat
900_8,900_7,4,sampling_speaker1,-33.3870002403,-1.32038843632,mike says it is who
900_8,900_7,4,sampling_speaker1,-6.17397772822,-0.000687599182129,jenny is wearing a colorful hat
900_8,900_7,4,sampling_speaker1,-11.0492436919,-2.85960054398,it is a cloudy day
900_8,900_7,4,sampling_speaker1,-13.7100355589,-0.00366306304932,jenny is wearing a hat
900_8,900_7,4,sampling_speaker1,-10.0822649342,-1.21717023849,mike is afraid of the lightning
900_8,900_7,4,sampling_speaker1,-3.65312632723,-0.000329971313477,mike is wearing a viking hat
813_8,864_4,3,sampling_speaker1,-17.9881550869,-0.000702857971191,a chased mike is wearing sunglasses
813_8,864_4,3,sampling_speaker1,-8.62862319416,-0.165937423706,a cloud is covering the sun
813_8,864_4,3,sampling_speaker1,-12.8504454187,-0.238291740417,jenny is next to the tree
813_8,864_4,3,sampling_speaker1,-8.22932320162,-0.646773338318,the sun is above the tree
813_8,864_4,3,sampling_speaker1,-7.03990048777,-0.580756664276,the sun is shining brightly
813_8,864_4,3,sampling_speaker1,-28.1475645995,-0.010755777359,mike was throwing the ball catcher him
813_8,864_4,3,sampling_speaker1,-13.0472874617,-0.0818376541138,mike is wearing a hat on the head
813_8,864_4,3,sampling_speaker1,-16.9638166132,-0.200154066086,the clouds are growing
813_8,864_4,3,sampling_speaker1,-10.6223700452,-0.00131893157959,mike is wearing blue sunglasses
813_8,864_4,3,sampling_speaker1,-13.74798643,-0.366830348969,the large sun is in the sky
826_2,819_4,4,sampling_speaker1,-13.1163415289,-2.36759281158,mike is throwing the ball to jenny
826_2,819_4,4,sampling_speaker1,-14.5709838312,-2.72382569313,it is a sunny day at jennys sunny day
826_2,819_4,4,sampling_speaker1,-10.8129608581,-0.280453324318,jenny is waving at someone
826_2,819_4,4,sampling_speaker1,-24.255023318,-0.396637499332,mike is preparing to eat a things
826_2,819_4,4,sampling_speaker1,-27.0200170671,-0.420442819595,there are balloons to the kids
826_2,819_4,4,sampling_speaker1,-7.51750352539,-0.000840663909912,there are hamburgers on the grill
826_2,819_4,4,sampling_speaker1,-9.20370082043,-0.0557916760445,mike and jenny are on the grill
826_2,819_4,4,sampling_speaker1,-8.86988504968,-0.174546599388,jenny is sitting on the ground
826_2,819_4,4,sampling_speaker1,-15.0008458485,-0.0160088539124,a plane flies through the park
826_2,819_4,4,sampling_speaker1,-15.9825518166,-0.00431704521179,the shoulder plane is flying in the sky
865_9,865_6,3,sampling_speaker1,-8.1956364915,-0.00587344169617,jenny is sitting under the slide
865_9,865_6,3,sampling_speaker1,-5.96630172961,-0.00425612926483,the dog is standing next to the slide
865_9,865_6,3,sampling_speaker1,-14.6333604563,-0.00266027450562,jenny is on the slide
865_9,865_6,3,sampling_speaker1,-11.4529360515,-0.530481994152,the dog is watching mike
865_9,865_6,3,sampling_speaker1,-13.8110104526,-0.0056209564209,the cat is near the slide
865_9,865_6,3,sampling_speaker1,-15.1824196169,-0.000995397567749,the slide is landing on the slide
865_9,865_6,3,sampling_speaker1,-30.3923999526,-0.00352048873901,the cat wants to slide too being copying
865_9,865_6,3,sampling_speaker1,-11.9753600679,-0.674973845482,mike is talking to the cat
865_9,865_6,3,sampling_speaker1,-9.64261970088,-0.530133128166,jenny and mike are at the cat
865_9,865_6,3,sampling_speaker1,-19.259330536,-0.921153843403,mike has on it
883_9,895_8,3,sampling_speaker1,-20.2906513171,-0.189249992371,a snake and mike cook
883_9,895_8,3,sampling_speaker1,-8.49004039006,-0.324761152267,a cloud is in the sky
883_9,895_8,3,sampling_speaker1,-14.8819665406,-0.0367312431335,the tent is looking for mike
883_9,895_8,3,sampling_speaker1,-15.3755913946,-2.28265619278,the snake away from the plane
883_9,895_8,3,sampling_speaker1,-24.9955794222,-0.299054145813,the snake is raises
883_9,895_8,3,sampling_speaker1,-10.102814708,-0.723213911057,the snake is behind the tree
883_9,895_8,3,sampling_speaker1,-9.02319554339,-0.0629847049713,the sun is in the sky
883_9,895_8,3,sampling_speaker1,-5.66798742868,-0.000316143035889,the grill is in front of the tent
883_9,895_8,3,sampling_speaker1,-6.44214482996,-0.0118803977966,jenny is in front of the tent
883_9,895_8,3,sampling_speaker1,-7.53948511815,-0.510851979256,there is a hot air balloon in the sky
890_0,890_4,4,sampling_speaker1,-29.8348791394,-0.629033327103,mike is in the air ruin he runs from
890_0,890_4,4,sampling_speaker1,-13.0627720938,-0.240275740623,mike is sitting on the toy ride
890_0,890_4,4,sampling_speaker1,-39.080496219,-0.0947847366333,the bee take even cap is between chased and
890_0,890_4,4,sampling_speaker1,-16.1165364669,-1.09973168373,jenny is playing baseball
890_0,890_4,4,sampling_speaker1,-11.8536662891,-0.00377035140991,there is an apple tree under the apple tree
890_0,890_4,4,sampling_speaker1,-11.620140019,-1.6276512146,there is a thunderstorm
890_0,890_4,4,sampling_speaker1,-9.02392648486,-0.211395740509,mike is in front of a tree
890_0,890_4,4,sampling_speaker1,-15.1965678323,-1.65807247162,jenny is running over the park
890_0,890_4,4,sampling_speaker1,-4.66510085202,-1.30485856533,lightning is coming from the cloud
890_0,890_4,4,sampling_speaker1,-8.98675906685,-0.876365661621,mike is jumping in the air
864_7,898_2,4,sampling_speaker1,-16.2658739049,-0.122193336487,mikes glove is holding the mitt
864_7,898_2,4,sampling_speaker1,-15.9818788298,-0.00388312339783,mike throws the frisbee to jenny
864_7,898_2,4,sampling_speaker1,-5.42256129673,-0.00855565071106,jenny is throwing the frisbee to mike
864_7,898_2,4,sampling_speaker1,-15.5120910276,-1.64699196815,it is going to rain today
864_7,898_2,4,sampling_speaker1,-12.7759122105,-0.691035449505,jenny is looking at mike
864_7,898_2,4,sampling_speaker1,-17.7871544156,-4.0711812973,jenny is wearing a gray and hat
864_7,898_2,4,sampling_speaker1,-24.2312611121,-1.0192399025,mike put on the ground by jenny
864_7,898_2,4,sampling_speaker1,-8.01575663029,-1.17789745331,jenny and mike are playing in the park
864_7,898_2,4,sampling_speaker1,-6.81652787944,-0.467479944229,mike and jenny are playing catch
864_7,898_2,4,sampling_speaker1,-17.7146344163,-0.475617170334,the tree has two if it is going to
824_2,822_2,4,sampling_speaker1,-15.0844897558,-0.758380889893,the snake set away from jenny
824_2,822_2,4,sampling_speaker1,-26.310309712,-1.23932743073,the snake is moving people
824_2,822_2,4,sampling_speaker1,-7.58284794646,-0.00563526153564,mike is standing on the swing
824_2,822_2,4,sampling_speaker1,-20.3324965062,-0.00270342826843,mike is wearing a crown police on his head
824_2,822_2,4,sampling_speaker1,-10.1330662884,-1.1583199501,mike tries to scare the snake away from jenny
824_2,822_2,4,sampling_speaker1,-11.315840865,-0.00293493270874,jenny fell off of the swing
824_2,822_2,4,sampling_speaker1,-11.789480941,-0.852430343628,jenny is sad at the snake
824_2,822_2,4,sampling_speaker1,-12.0320894925,-0.572764396667,there is a snake on the ground
824_2,822_2,4,sampling_speaker1,-15.5238373929,-0.00107336044312,jenny dropped the swing on the swings
824_2,822_2,4,sampling_speaker1,-9.30116405493,-0.0341913700104,jenny is standing under the swings
840_6,840_4,4,sampling_speaker1,-6.34464609937,-0.00245141983032,it is raining on the lightning
840_6,840_4,4,sampling_speaker1,-8.05152871439,-0.0708689689636,there is a lightning in the sky
840_6,840_4,4,sampling_speaker1,-10.8133566767,-1.35707628727,jenny is standing on the grass
840_6,840_4,4,sampling_speaker1,-5.05975000289,-0.00872659683228,rain is coming from the cloud
840_6,840_4,4,sampling_speaker1,-18.8344195544,-0.691873073578,jenny is mad because its go wet
840_6,840_4,4,sampling_speaker1,-10.5590136072,-0.00141835212708,a cat is standing in front of mike
840_6,840_4,4,sampling_speaker1,-4.36063410213,-0.00542545318604,it is raining in the park
840_6,840_4,4,sampling_speaker1,-5.17158372955,-0.0167298316956,jenny is angry that it is raining
840_6,840_4,4,sampling_speaker1,-20.2295900541,-0.102565765381,the storm is stories
840_6,840_4,4,sampling_speaker1,-5.05975000289,-0.00872659683228,rain is coming from the cloud
896_9,835_4,4,sampling_speaker1,-13.8255517467,-0.412483155727,mike is standing on the ground
896_9,835_4,4,sampling_speaker1,-20.7400673955,-0.167041778564,the sun looked in the sky
896_9,835_4,4,sampling_speaker1,-8.18452701487,-0.000144004821777,jenny is cooking a hamburger
896_9,835_4,4,sampling_speaker1,-20.1871666437,-2.38418579102e-05,jenny worries mike will eat the hamburger
896_9,835_4,4,sampling_speaker1,-13.2687782615,-3.2901763916e-05,the burger is on the grill
896_9,835_4,4,sampling_speaker1,-16.0585998051,-1.14440917969e-05,the hamburger is on the grill
896_9,835_4,4,sampling_speaker1,-13.8504008403,-0.00130939483643,jenny is hamburger
896_9,835_4,4,sampling_speaker1,-19.5448618178,-0.1802110672,a cloud is miss the sun
896_9,835_4,4,sampling_speaker1,-10.9681664204,-0.000592231750488,the dog watches the hamburger
896_9,835_4,4,sampling_speaker1,-8.34956484972,-0.000496387481689,there are three hotdogs on the grill
848_9,848_2,3,sampling_speaker1,-10.4037383204,-1.2064486742,mike is holding the mustard
848_9,848_2,3,sampling_speaker1,-12.2437473483,-1.20404195786,there is a burgers on the picnic table
848_9,848_2,3,sampling_speaker1,-15.5448676051,-0.00407994538546,the cat gives jenny
848_9,848_2,3,sampling_speaker1,-16.6626591112,-1.2150427103,jenny and mike are in the park to eat
848_9,848_2,3,sampling_speaker1,-16.8293027405,-0.449939966202,mike and jenny are playing in the park too
848_9,848_2,3,sampling_speaker1,-18.0601110049,-0.927800357342,it is sunny today
848_9,848_2,3,sampling_speaker1,-18.1640743855,-1.77343451977,mike sees a pizza
848_9,848_2,3,sampling_speaker1,-7.82952223995,-0.00285840034485,the cat is looking at the hamburger
848_9,848_2,3,sampling_speaker1,-11.9815587105,-1.29541778564,mike and jenny are reaching for the food
848_9,848_2,3,sampling_speaker1,-9.11448319867,-0.177373886108,jenny is wearing the hat
859_2,826_5,4,sampling_speaker1,-17.2956198073,-0.11065030098,mike is surprised that jenny has three hot
859_2,826_5,4,sampling_speaker1,-17.3223530246,-0.34588932991,jenny is jumping up from the barbecue
859_2,826_5,4,sampling_speaker1,-14.2808058214,-0.709659099579,the sun is shining high in the hot dogs
859_2,826_5,4,sampling_speaker1,-9.4109171967,-0.427326202393,there is a hot dogs hat on the grill
859_2,826_5,4,sampling_speaker1,-25.5279939408,-0.117435216904,jenny is upset that there is only appletree hotdogs
859_2,826_5,4,sampling_speaker1,-11.0042086368,-0.00150537490845,the hot dog is standing next to the grill
859_2,826_5,4,sampling_speaker1,-10.7321240002,-0.00100660324097,jenny is running away with a hotdog
859_2,826_5,4,sampling_speaker1,-9.11930267309,-1.52288198471,jenny is wearing the hat
859_2,826_5,4,sampling_speaker1,-4.6483290227,-0.194307327271,the hot dogs are cooking on the grill
859_2,826_5,4,sampling_speaker1,-11.3913526065,-0.791346073151,a burgers are on the grill
890_2,890_0,4,sampling_speaker1,-7.06413705699,-0.00011157989502,jenny is standing by the picnic table
890_2,890_0,4,sampling_speaker1,-24.8231854818,-0.868016958237,jenny is on the grass
890_2,890_0,4,sampling_speaker1,-21.2124008495,-0.518121242523,jenny is sad because she fell
890_2,890_0,4,sampling_speaker1,-8.96199585431,-1.04333639145,a hot air balloon is on the playground
890_2,890_0,4,sampling_speaker1,-6.78697070073,-0.421776771545,lightning is coming from the sky
890_2,890_0,4,sampling_speaker1,-14.785300738,-0.420413970947,jenny is rains on the spring toy
890_2,890_0,4,sampling_speaker1,-11.9244405376,-0.40603351593,the lightning is on the sky
890_2,890_0,4,sampling_speaker1,-4.8692654902,-0.341762065887,jenny is scared of the lightning
890_2,890_0,4,sampling_speaker1,-13.6148848181,-0.572449207306,jenny fell down on the slide
890_2,890_0,4,sampling_speaker1,-23.4911808585,-0.0970151424408,the duck is getting close to the spring on
833_6,833_5,4,sampling_speaker1,-7.33366090767,-8.86917114258e-05,there is an owl on the picnic table
833_6,833_5,4,sampling_speaker1,-5.29925076512,-0.00567078590393,the owl is in the tree
833_6,833_5,4,sampling_speaker1,-6.14823878815,-0.186335325241,mike is kicking the soccer ball
833_6,833_5,4,sampling_speaker1,-13.1156907317,-1.16254425049,mike is wearing a blue hat
833_6,833_5,4,sampling_speaker1,-15.5193770141,-0.00253868103027,the owl is on watched the swing
833_6,833_5,4,sampling_speaker1,-13.067469877,-0.000527858734131,an owl watches from the apple tree
833_6,833_5,4,sampling_speaker1,-15.1101729611,-0.0223730802536,the yellow table behind the tree
833_6,833_5,4,sampling_speaker1,-15.0405332484,-0.175607204437,mike is swinging near the swing set
833_6,833_5,4,sampling_speaker1,-21.0012313024,-0.00628733634949,the owl is on it stormy
833_6,833_5,4,sampling_speaker1,-10.5544870704,-0.00345087051392,the owl is on the swings
889_1,837_9,3,sampling_speaker1,-16.5740434678,-0.00367593765259,mike kicked the ball to jenny
889_1,837_9,3,sampling_speaker1,-3.94958075929,-0.000574588775635,mike is kicking the beach ball
889_1,837_9,3,sampling_speaker1,-12.0413145184,-0.00701975822449,mike kicked the ball
889_1,837_9,3,sampling_speaker1,-22.7602461446,-0.991627693176,a rocket is taking off
889_1,837_9,3,sampling_speaker1,-6.87045967698,-0.00186145305634,mike is kicking the ball
889_1,837_9,3,sampling_speaker1,-4.73382095336,-1.35512208939,the rocket is flying in the sky
889_1,837_9,3,sampling_speaker1,-13.1316691087,-0.260083198547,the beachball is wearing a crown
889_1,837_9,3,sampling_speaker1,-33.9094629464,-0.552985548973,jenny who pirate know kicking her foot to mike
889_1,837_9,3,sampling_speaker1,-3.86444558443,-1.25322294235,mike is wearing a pirate hat
889_1,837_9,3,sampling_speaker1,-23.1060679018,-0.0116845369339,jenny let her beach ball almost her head
887_3,859_2,4,sampling_speaker1,-6.00730572986,-0.00724697113037,the bear is wearing the hat
887_3,859_2,4,sampling_speaker1,-4.81151651179,-2.02373981476,mike is wearing a chefs hat
887_3,859_2,4,sampling_speaker1,-16.6607859111,-0.0152531862259,the rain is under the tree
887_3,859_2,4,sampling_speaker1,-10.3608244775,-0.000715732574463,the bear is scaring jenny
887_3,859_2,4,sampling_speaker1,-22.517108583,-0.0409252643585,jenny is sad that its stormy is carrying a
887_3,859_2,4,sampling_speaker1,-13.57464548,-0.125139892101,jenny and mike are sitting on the ground crying
887_3,859_2,4,sampling_speaker1,-7.18669529286,-0.160699605942,jenny is eating a hot dog
887_3,859_2,4,sampling_speaker1,-4.43771354398,-2.04837179184,jenny is wearing a chefs hat
887_3,859_2,4,sampling_speaker1,-17.3728458898,-0.823697090149,a hot dogs are on the grill
887_3,859_2,4,sampling_speaker1,-17.8034369159,-0.000543117523193,it is not raining on the rainy today
855_5,812_2,4,sampling_speaker1,-8.06882628413,-0.138839483261,jenny is sitting on the ground
855_5,812_2,4,sampling_speaker1,-13.8521020496,-0.332686424255,jenny help mike fell off the swing
855_5,812_2,4,sampling_speaker1,-8.46558179484,-0.00023365020752,a cat is sitting on top of the swings
855_5,812_2,4,sampling_speaker1,-10.7655101673,-0.244870185852,jenny fell on the swing
855_5,812_2,4,sampling_speaker1,-14.0553329826,-2.12554001808,jenny and mike are playing on
855_5,812_2,4,sampling_speaker1,-12.4226890023,-0.0442990064621,jenny is copying the cat
855_5,812_2,4,sampling_speaker1,-10.8049674181,-0.000117778778076,a cat is sitting on the ground between mike
855_5,812_2,4,sampling_speaker1,-6.75802792788,-3.13556146622,jenny is standing on the swing
855_5,812_2,4,sampling_speaker1,-5.38575571585,-0.0566229820251,jenny is wearing a hat
855_5,812_2,4,sampling_speaker1,-25.9384267837,-0.0706067085266,jenny and mike are mad
868_9,868_1,4,sampling_speaker1,-7.13791128934,-0.0704851150513,there is a helicopter in the sky
868_9,868_1,4,sampling_speaker1,-26.1634952852,-0.46690261364,mike and jenny are at the owl argue that
868_9,868_1,4,sampling_speaker1,-11.9881613563,-0.675458610058,jenny is sad that mike took the frisbee
868_9,868_1,4,sampling_speaker1,-3.98795544192,-1.1303358078,mike is wearing a hat
868_9,868_1,4,sampling_speaker1,-6.50936756651,-0.0204341411591,a helicopter is flying in the sky
868_9,868_1,4,sampling_speaker1,-11.5012308293,-1.9719543457,mike is wearing a viking hat
868_9,868_1,4,sampling_speaker1,-16.1334568604,-2.38078308105,jenny is being catch with a frisbee
868_9,868_1,4,sampling_speaker1,-4.26638700449,-1.63700580597,jenny is wearing a viking hat
868_9,868_1,4,sampling_speaker1,-8.00612010432,-0.480276823044,a helicopter is near the tree
868_9,868_1,4,sampling_speaker1,-11.5936847712,-1.77989387512,the owl is on the ground
858_9,889_7,3,sampling_speaker1,-6.93737989211,-0.168586492538,mike is wearing glasses
858_9,889_7,3,sampling_speaker1,-19.8079244305,-0.610443353653,a man in the sky
858_9,889_7,3,sampling_speaker1,-9.7196973995,-0.0622940063477,mike is wearing sunglasses
858_9,889_7,3,sampling_speaker1,-6.95852235763,-0.0964274406433,jenny and mike are sitting on the ground
858_9,889_7,3,sampling_speaker1,-9.07303009719,-0.212183833122,mike is sitting in front of the tree
858_9,889_7,3,sampling_speaker1,-7.48119883698,-1.12579417229,the sun is above mike
858_9,889_7,3,sampling_speaker1,-18.2480940922,-0.86336183548,mike and jenny are getting about to eat a
858_9,889_7,3,sampling_speaker1,-22.5153114452,-0.821412086487,there thinks the hot air balloon bee ride
858_9,889_7,3,sampling_speaker1,-14.1106303285,-0.0346574783325,jenny has sunglasses on a cloudy
858_9,889_7,3,sampling_speaker1,-7.129088944,-0.0417671203613,jenny is wearing sunglasses
862_2,854_8,4,sampling_speaker1,-20.9300007126,-0.513855814934,its waiving near jenny
862_2,854_8,4,sampling_speaker1,-12.8041371403,-0.729639291763,jenny is running with mike
862_2,854_8,4,sampling_speaker1,-5.56183953809,-0.00137901306152,jenny is happy to see the pie
862_2,854_8,4,sampling_speaker1,-8.18169100419,-0.000386714935303,mike is near the pie
862_2,854_8,4,sampling_speaker1,-11.9681927522,-0.000608921051025,the tree has pie and jenny
862_2,854_8,4,sampling_speaker1,-27.2903932672,-0.000768661499023,jenny and mike see a pie for its three
862_2,854_8,4,sampling_speaker1,-26.9175666392,-0.152843296528,jenny will not excited
862_2,854_8,4,sampling_speaker1,-7.76829850608,-0.0331548452377,jenny wants to play tennis
862_2,854_8,4,sampling_speaker1,-10.6335477007,-0.000385761260986,a pie is on the ground
862_2,854_8,4,sampling_speaker1,-15.1870795036,-0.223729133606,jenny has an orange
892_5,812_1,4,sampling_speaker1,-16.6855623093,-0.00111791584641,an apple tree has a hot dog
892_5,812_1,4,sampling_speaker1,-19.0918795886,-0.00444197654724,mike is holding the owl
892_5,812_1,4,sampling_speaker1,-25.2734194109,-0.324778199196,jenny is cool new in the hot air
892_5,812_1,4,sampling_speaker1,-9.74900755569,-0.0966513156891,jenny and mike are scared of the owl
892_5,812_1,4,sampling_speaker1,-18.7753070871,-0.156845808029,mike has a hot dog to see his hat
892_5,812_1,4,sampling_speaker1,-11.3591982548,-0.0116384029388,the owl is sitting on the tail
892_5,812_1,4,sampling_speaker1,-8.25943295191,-0.0071234703064,there is an owl in the tree
892_5,812_1,4,sampling_speaker1,-12.1365450575,-0.0135402679443,there are the owl in the tree
892_5,812_1,4,sampling_speaker1,-26.5953919548,-0.0198266506195,mke to jennys owl is in the tree
892_5,812_1,4,sampling_speaker1,-7.91127742858,-0.882111549377,there is a single cloud in the sky
810_7,810_3,4,sampling_speaker1,-4.2745025209,-0.0132637023926,there is a rocket in the sky
810_7,810_3,4,sampling_speaker1,-6.95258942133,-0.712116003036,the tent is in front of the tent
810_7,810_3,4,sampling_speaker1,-13.1116292594,-0.573991298676,the tent is very might
810_7,810_3,4,sampling_speaker1,-19.1530339734,-0.352160930634,the owl is looking for the tent
810_7,810_3,4,sampling_speaker1,-13.5934322338,-2.75294566154,the fire from the tent
810_7,810_3,4,sampling_speaker1,-13.208373748,-1.40208721161,the tent is behind a fire
810_7,810_3,4,sampling_speaker1,-14.0101956235,-0.00978231430054,the rocket is getting across the sky
810_7,810_3,4,sampling_speaker1,-15.0832640207,-0.0130877494812,the rocket flew away from jenny and the tent
810_7,810_3,4,sampling_speaker1,-34.3237351076,-0.789652824402,the tent too roars lawn at the owl
810_7,810_3,4,sampling_speaker1,-22.0131231434,-0.781302928925,mike and jenny look camping
835_7,886_8,3,sampling_speaker1,-15.5514830288,-3.00139331818,the dog is under the tree
835_7,886_8,3,sampling_speaker1,-11.1545169749,-7.64131546021e-05,mike kicked the soccer ball
835_7,886_8,3,sampling_speaker1,-13.9857270675,-0.228415101767,mike is mad at the dog
835_7,886_8,3,sampling_speaker1,-25.5966966705,-1.62937653065,a dog is making a star on the cloud
835_7,886_8,3,sampling_speaker1,-6.93380178407,-0.0306000709534,a dog is looking at the cat
